run_timestamp,model_alias,model_id,index,description,referring_type,traits_used,target_name,prediction,correct,invalid_output,strict_correct,raw_model_answer,inference_seconds,error
2026-08-22T20:57:25,qwen25-vl-7b,Qwen/Qwen2.5-VL-7B-Instruct,1,the gearbox mounting plate,technical_name,technical_name,BASE_BOARD,BASE_BOARD,True,False,True,BASE_BOARD,5.4568,
2026-08-22T20:57:25,qwen25-vl-7b,Qwen/Qwen2.5-VL-7B-Instruct,2,the large flat black rectangular plate,shape,size|color|shape,BASE_BOARD,BASE_BOARD,True,False,True,BASE_BOARD,0.6908,
2026-08-22T20:57:25,qwen25-vl-7b,Qwen/Qwen2.5-VL-7B-Instruct,3,the base plate underneath all four colored rows,spatial,spatial,BASE_BOARD,BASE_BOARD,True,False,True,BASE_BOARD,0.6611,
2026-08-22T20:57:25,qwen25-vl-7b,Qwen/Qwen2.5-VL-7B-Instruct,4,the plate to which all eight bearing support brackets are screwed,relationship,relationship|function,BASE_BOARD,BASE_BOARD,True,False,True,BASE_BOARD,0.6555,
2026-08-22T20:57:25,qwen25-vl-7b,Qwen/Qwen2.5-VL-7B-Instruct,5,the large black rectangular mounting plate below every gear shaft and stand,mixed,size|color|shape|spatial|relationship,BASE_BOARD,BASE_BOARD,True,False,True,BASE_BOARD,0.6705,
2026-08-22T20:57:25,qwen25-vl-7b,Qwen/Qwen2.5-VL-7B-Instruct,6,the rigid plate that supports and locates every gearbox row,function,function|relationship,BASE_BOARD,BASE_BOARD,True,False,True,BASE_BOARD,0.6985,
2026-08-22T20:57:25,qwen25-vl-7b,Qwen/Qwen2.5-VL-7B-Instruct,7,"the broad black rectangular base beneath the white, red, green, and blue mechanisms",mixed,size|color|shape|spatial,BASE_BOARD,BASE_BOARD,True,False,True,BASE_BOARD,0.6985,
2026-08-22T20:57:25,qwen25-vl-7b,Qwen/Qwen2.5-VL-7B-Instruct,8,black baseboard,mixed,color|technical_name,BASE_BOARD,BASE_BOARD,True,False,True,BASE_BOARD,0.6636,
2026-08-22T20:57:25,qwen25-vl-7b,Qwen/Qwen2.5-VL-7B-Instruct,9,gearbox base,technical_name,technical_name,BASE_BOARD,BASE_BOARD,True,False,True,BASE_BOARD,0.6645,
2026-08-22T20:57:25,qwen25-vl-7b,Qwen/Qwen2.5-VL-7B-Instruct,10,mounting plate,technical_name,technical_name,BASE_BOARD,BASE_BOARD,True,False,True,BASE_BOARD,0.6920,
2026-08-22T20:57:25,qwen25-vl-7b,Qwen/Qwen2.5-VL-7B-Instruct,11,the radial shaft-support bearing,technical_name,technical_name,BEARING,BEARING,True,False,True,BEARING,0.6779,
2026-08-22T20:57:25,qwen25-vl-7b,Qwen/Qwen2.5-VL-7B-Instruct,12,the small black circular ring with a center hole,shape,size|color|shape,BEARING,BEARING,True,False,True,BEARING,0.6617,
2026-08-22T20:57:25,qwen25-vl-7b,Qwen/Qwen2.5-VL-7B-Instruct,13,the round black part centered inside a bearing support bracket,spatial,color|shape|spatial,BEARING,BEARING,True,False,True,BEARING,0.6737,
2026-08-22T20:57:25,qwen25-vl-7b,Qwen/Qwen2.5-VL-7B-Instruct,14,the bearing through which a gear shaft passes,relationship,relationship|function,BEARING,BEARING,True,False,True,BEARING,0.6989,
2026-08-22T20:57:25,qwen25-vl-7b,Qwen/Qwen2.5-VL-7B-Instruct,15,the small black ring-shaped bearing that fits into each colored stand,mixed,size|color|shape|relationship,BEARING,BEARING,True,False,True,BEARING,0.6761,
2026-08-22T20:57:25,qwen25-vl-7b,Qwen/Qwen2.5-VL-7B-Instruct,16,the black bearing that supports a rotating gear shaft inside a stand,function,color|function|relationship,BEARING,BEARING,True,False,True,BEARING,0.6654,
2026-08-22T20:57:25,qwen25-vl-7b,Qwen/Qwen2.5-VL-7B-Instruct,17,the small black ring seated in the round opening of a colored support bracket,mixed,size|color|shape|spatial|relationship,BEARING,BEARING,True,False,True,BEARING,0.6662,
2026-08-22T20:57:25,qwen25-vl-7b,Qwen/Qwen2.5-VL-7B-Instruct,18,black bearing,mixed,color|technical_name,BEARING,BEARING,True,False,False,BEARING_ROW2_LEFT,0.7867,
2026-08-22T20:57:25,qwen25-vl-7b,Qwen/Qwen2.5-VL-7B-Instruct,19,circular bearing,mixed,shape|technical_name,BEARING,BEARING,True,False,True,BEARING,0.6895,
2026-08-22T20:57:25,qwen25-vl-7b,Qwen/Qwen2.5-VL-7B-Instruct,20,gear-stand bearing,relationship,technical_name|relationship,BEARING,BEARING,True,False,True,BEARING,0.6678,
2026-08-22T20:57:25,qwen25-vl-7b,Qwen/Qwen2.5-VL-7B-Instruct,21,the Row 1 hand crank,technical_name,technical_name,CRANK_HANDLE_ROW1,CRANK_HANDLE_ROW1,True,False,True,CRANK_HANDLE_ROW1,0.7523,
2026-08-22T20:57:25,qwen25-vl-7b,Qwen/Qwen2.5-VL-7B-Instruct,22,the white bent lever with a rounded grip,shape,color|shape,CRANK_HANDLE_ROW1,CRANK_HANDLE_ROW1,True,False,True,CRANK_HANDLE_ROW1,0.7860,
2026-08-22T20:57:25,qwen25-vl-7b,Qwen/Qwen2.5-VL-7B-Instruct,23,the handle immediately to the right of the right white gear stand,spatial,color|spatial|relationship,CRANK_HANDLE_ROW1,PIN,False,False,False,PIN_ROW1_RIGHT,0.7473,
2026-08-22T20:57:25,qwen25-vl-7b,Qwen/Qwen2.5-VL-7B-Instruct,24,the crank attached at the right end of the white gear rod,relationship,color|spatial|relationship,CRANK_HANDLE_ROW1,CRANK_HANDLE_ROW1,True,False,True,CRANK_HANDLE_ROW1,0.7538,
2026-08-22T20:57:25,qwen25-vl-7b,Qwen/Qwen2.5-VL-7B-Instruct,25,the white handle beside the right stand in circle-marked Row 1,mixed,color|spatial|relationship,CRANK_HANDLE_ROW1,CRANK_HANDLE_ROW1,True,False,True,CRANK_HANDLE_ROW1,0.7542,
2026-08-22T20:57:25,qwen25-vl-7b,Qwen/Qwen2.5-VL-7B-Instruct,26,the hand-operated lever used to rotate the assembled gear train,function,function|relationship,CRANK_HANDLE_ROW1,CRANK_HANDLE_ROW1,True,False,True,CRANK_HANDLE_ROW1,0.7894,
2026-08-22T20:57:25,qwen25-vl-7b,Qwen/Qwen2.5-VL-7B-Instruct,27,the bent white crank connected to the end of the Row 1 shaft,mixed,color|shape|spatial|relationship,CRANK_HANDLE_ROW1,CRANK_HANDLE_ROW1,True,False,True,CRANK_HANDLE_ROW1,0.7784,
2026-08-22T20:57:25,qwen25-vl-7b,Qwen/Qwen2.5-VL-7B-Instruct,28,white handle,mixed,color|technical_name,CRANK_HANDLE_ROW1,CRANK_HANDLE_ROW1,True,False,True,CRANK_HANDLE_ROW1,0.7562,
2026-08-22T20:57:25,qwen25-vl-7b,Qwen/Qwen2.5-VL-7B-Instruct,29,Row 1 crank,mixed,spatial|technical_name,CRANK_HANDLE_ROW1,CRANK_HANDLE_ROW1,True,False,True,CRANK_HANDLE_ROW1,0.7551,
2026-08-22T20:57:25,qwen25-vl-7b,Qwen/Qwen2.5-VL-7B-Instruct,30,right-side crank,mixed,spatial|technical_name,CRANK_HANDLE_ROW1,PIN,False,False,False,PIN_ROW1_RIGHT,0.7575,
2026-08-22T20:57:25,qwen25-vl-7b,Qwen/Qwen2.5-VL-7B-Instruct,31,the Row 1 gear shaft,technical_name,technical_name,GEAR_ROD_ROW1,GEAR_ROD_ROW1,True,False,True,GEAR_ROD_ROW1,0.8178,
2026-08-22T20:57:25,qwen25-vl-7b,Qwen/Qwen2.5-VL-7B-Instruct,32,the long white cylindrical shaft with two pin holes,shape,size|color|shape,GEAR_ROD_ROW1,GEAR_ROD_ROW1,True,False,True,GEAR_ROD_ROW1,0.7919,
2026-08-22T20:57:25,qwen25-vl-7b,Qwen/Qwen2.5-VL-7B-Instruct,33,the shaft crossing Row 1 between the two white brackets,spatial,color|spatial|relationship,GEAR_ROD_ROW1,GEAR_ROD_ROW1,True,False,True,GEAR_ROD_ROW1,0.8006,
2026-08-22T20:57:25,qwen25-vl-7b,Qwen/Qwen2.5-VL-7B-Instruct,34,the shaft that passes through both Row 1 bearings and carries one large gear,relationship,relationship|function,GEAR_ROD_ROW1,GEAR_ROD_ROW1,True,False,True,GEAR_ROD_ROW1,0.8353,
2026-08-22T20:57:25,qwen25-vl-7b,Qwen/Qwen2.5-VL-7B-Instruct,35,the long white circle-row gear shaft seated in both bearing brackets,mixed,size|color|shape|relationship,GEAR_ROD_ROW1,GEAR_ROD_ROW1,True,False,True,GEAR_ROD_ROW1,0.7897,
2026-08-22T20:57:25,qwen25-vl-7b,Qwen/Qwen2.5-VL-7B-Instruct,36,the Row 1 shaft that carries one large gear and transfers rotation between the two stands,function,function|relationship,GEAR_ROD_ROW1,GEAR_ROD_ROW1,True,False,True,GEAR_ROD_ROW1,0.8129,
2026-08-22T20:57:25,qwen25-vl-7b,Qwen/Qwen2.5-VL-7B-Instruct,37,the long white cylindrical rod with two retaining-pin holes spanning Row 1,mixed,size|color|shape|spatial,GEAR_ROD_ROW1,GEAR_ROD_ROW1,True,False,True,GEAR_ROD_ROW1,0.8145,
2026-08-22T20:57:25,qwen25-vl-7b,Qwen/Qwen2.5-VL-7B-Instruct,38,white gear rod,mixed,color|technical_name,GEAR_ROD_ROW1,GEAR_ROD_ROW1,True,False,True,GEAR_ROD_ROW1,0.8236,
2026-08-22T20:57:25,qwen25-vl-7b,Qwen/Qwen2.5-VL-7B-Instruct,39,Row 1 shaft,mixed,spatial|technical_name,GEAR_ROD_ROW1,GEAR_ROD_ROW1,True,False,True,GEAR_ROD_ROW1,0.7915,
2026-08-22T20:57:25,qwen25-vl-7b,Qwen/Qwen2.5-VL-7B-Instruct,40,gear rod of Row 1,mixed,spatial|technical_name,GEAR_ROD_ROW1,GEAR_ROD_ROW1,True,False,True,GEAR_ROD_ROW1,0.7933,
2026-08-22T20:57:25,qwen25-vl-7b,Qwen/Qwen2.5-VL-7B-Instruct,41,white gear rod in the circle row,mixed,color|shape|spatial|technical_name,GEAR_ROD_ROW1,GEAR_ROD_ROW1,True,False,True,GEAR_ROD_ROW1,0.8348,
2026-08-22T20:57:25,qwen25-vl-7b,Qwen/Qwen2.5-VL-7B-Instruct,42,circle-row white shaft,mixed,color|shape|spatial|technical_name,GEAR_ROD_ROW1,GEAR_ROD_ROW1,True,False,True,GEAR_ROD_ROW1,0.8105,
2026-08-22T20:57:25,qwen25-vl-7b,Qwen/Qwen2.5-VL-7B-Instruct,43,the Row 1 left gear stand,technical_name,technical_name,STAND_ROW1_LEFT,STAND_ROW1_LEFT,True,False,True,STAND_ROW1_LEFT,0.7626,
2026-08-22T20:57:25,qwen25-vl-7b,Qwen/Qwen2.5-VL-7B-Instruct,44,the upright white left stand with a circular bearing opening,shape,color|shape|spatial,STAND_ROW1_LEFT,STAND_ROW1_LEFT,True,False,True,STAND_ROW1_LEFT,0.7698,
2026-08-22T20:57:25,qwen25-vl-7b,Qwen/Qwen2.5-VL-7B-Instruct,45,the left bearing support bracket in Row 1,spatial,spatial,STAND_ROW1_LEFT,STAND_ROW1_LEFT,True,False,True,STAND_ROW1_LEFT,0.8064,
2026-08-22T20:57:25,qwen25-vl-7b,Qwen/Qwen2.5-VL-7B-Instruct,46,"the Row 1 support bracket where the left bearing fits, next to the large left gear",relationship,spatial|relationship,STAND_ROW1_LEFT,STAND_ROW1_LEFT,True,False,True,STAND_ROW1_LEFT,0.7978,
2026-08-22T20:57:25,qwen25-vl-7b,Qwen/Qwen2.5-VL-7B-Instruct,47,the white circle-row left gear stand supporting the gear shaft,mixed,color|shape|spatial|relationship|function,STAND_ROW1_LEFT,STAND_ROW1_LEFT,True,False,True,STAND_ROW1_LEFT,0.7686,
2026-08-22T20:57:25,qwen25-vl-7b,Qwen/Qwen2.5-VL-7B-Instruct,48,the left Row 1 support that holds a bearing and supports the gear shaft,function,spatial|function|relationship,STAND_ROW1_LEFT,STAND_ROW1_LEFT,True,False,True,STAND_ROW1_LEFT,0.7774,
2026-08-22T20:57:25,qwen25-vl-7b,Qwen/Qwen2.5-VL-7B-Instruct,49,"the upright white bearing bracket on the left, beside the large left gear in the circle-marked row",mixed,color|shape|spatial|relationship,STAND_ROW1_LEFT,BEARING,False,False,False,BEARING_ROW1_LEFT,0.8298,
2026-08-22T20:57:25,qwen25-vl-7b,Qwen/Qwen2.5-VL-7B-Instruct,50,white left stand,mixed,color|spatial|technical_name,STAND_ROW1_LEFT,STAND_ROW1_LEFT,True,False,True,STAND_ROW1_LEFT,0.7693,
2026-08-22T20:57:25,qwen25-vl-7b,Qwen/Qwen2.5-VL-7B-Instruct,51,Row 1 left bracket,mixed,spatial|technical_name,STAND_ROW1_LEFT,GEAR_ROW1_LEFT,False,False,False,GEAR_ROW1_LEFT,0.7813,
2026-08-22T20:57:25,qwen25-vl-7b,Qwen/Qwen2.5-VL-7B-Instruct,52,left gear stand of Row 1,mixed,spatial|technical_name,STAND_ROW1_LEFT,STAND_ROW1_LEFT,True,False,True,STAND_ROW1_LEFT,0.7950,
2026-08-22T20:57:25,qwen25-vl-7b,Qwen/Qwen2.5-VL-7B-Instruct,53,white left gear stand in the circle row,mixed,color|shape|spatial|technical_name,STAND_ROW1_LEFT,STAND_ROW1_LEFT,True,False,True,STAND_ROW1_LEFT,0.7927,
2026-08-22T20:57:25,qwen25-vl-7b,Qwen/Qwen2.5-VL-7B-Instruct,54,left bracket of the white circle row,mixed,color|shape|spatial|technical_name,STAND_ROW1_LEFT,GEAR_ROW1_LEFT,False,False,False,GEAR_ROW1_LEFT,0.7714,
2026-08-22T20:57:25,qwen25-vl-7b,Qwen/Qwen2.5-VL-7B-Instruct,55,the Row 1 right gear stand,technical_name,technical_name|spatial,STAND_ROW1_RIGHT,STAND_ROW1_RIGHT,True,False,True,STAND_ROW1_RIGHT,0.7726,
2026-08-22T20:57:25,qwen25-vl-7b,Qwen/Qwen2.5-VL-7B-Instruct,56,the upright white stand with an overlapping bearing slot and through-hole,shape,color|shape,STAND_ROW1_RIGHT,STAND_ROW1_RIGHT,True,False,True,STAND_ROW1_RIGHT,0.8023,
2026-08-22T20:57:25,qwen25-vl-7b,Qwen/Qwen2.5-VL-7B-Instruct,57,the right-hand support in circle-marked Row 1,spatial,spatial,STAND_ROW1_RIGHT,STAND_ROW1_RIGHT,True,False,True,STAND_ROW1_RIGHT,0.7882,
2026-08-22T20:57:25,qwen25-vl-7b,Qwen/Qwen2.5-VL-7B-Instruct,58,the stand immediately to the left of the crank handle,relationship,spatial|relationship,STAND_ROW1_RIGHT,STAND_ROW1_LEFT,False,False,False,STAND_ROW1_LEFT,0.7730,
2026-08-22T20:57:25,qwen25-vl-7b,Qwen/Qwen2.5-VL-7B-Instruct,59,the white right bearing bracket whose bearing recess overlaps a hole through the stand,mixed,color|shape|spatial|relationship,STAND_ROW1_RIGHT,STAND_ROW1_RIGHT,True,False,True,STAND_ROW1_RIGHT,0.7717,
2026-08-22T20:57:25,qwen25-vl-7b,Qwen/Qwen2.5-VL-7B-Instruct,60,the right Row 1 support that holds the bearing and guides the gear shaft,function,spatial|function|relationship,STAND_ROW1_RIGHT,STAND_ROW1_RIGHT,True,False,True,STAND_ROW1_RIGHT,0.8070,
2026-08-22T20:57:25,qwen25-vl-7b,Qwen/Qwen2.5-VL-7B-Instruct,61,the white crank-side gear stand with both a bearing slot and a penetrating hole,mixed,color|shape|spatial|relationship,STAND_ROW1_RIGHT,STAND_ROW1_RIGHT,True,False,True,STAND_ROW1_RIGHT,0.7901,
2026-08-22T20:57:25,qwen25-vl-7b,Qwen/Qwen2.5-VL-7B-Instruct,62,white right stand,mixed,color|spatial|technical_name,STAND_ROW1_RIGHT,STAND_ROW1_RIGHT,True,False,True,STAND_ROW1_RIGHT,0.7741,
2026-08-22T20:57:25,qwen25-vl-7b,Qwen/Qwen2.5-VL-7B-Instruct,63,Row 1 right bracket,mixed,spatial|technical_name,STAND_ROW1_RIGHT,STAND_ROW1_RIGHT,True,False,True,STAND_ROW1_RIGHT,0.7845,
2026-08-22T20:57:25,qwen25-vl-7b,Qwen/Qwen2.5-VL-7B-Instruct,64,right gear stand of Row 1,mixed,spatial|technical_name,STAND_ROW1_RIGHT,STAND_ROW1_RIGHT,True,False,True,STAND_ROW1_RIGHT,0.8081,
2026-08-22T20:57:25,qwen25-vl-7b,Qwen/Qwen2.5-VL-7B-Instruct,65,white right gear stand in the circle row,mixed,color|shape|spatial|technical_name,STAND_ROW1_RIGHT,STAND_ROW1_RIGHT,True,False,True,STAND_ROW1_RIGHT,0.7752,
2026-08-22T20:57:25,qwen25-vl-7b,Qwen/Qwen2.5-VL-7B-Instruct,66,right bracket of the white circle row,mixed,color|shape|spatial|technical_name,STAND_ROW1_RIGHT,GEAR_ROW1_LEFT,False,False,False,GEAR_ROW1_LEFT,0.7747,
2026-08-22T20:57:25,qwen25-vl-7b,Qwen/Qwen2.5-VL-7B-Instruct,67,the Row 1 left spur gear,technical_name,technical_name,GEAR_ROW1_LEFT,GEAR_ROW1_LEFT,True,False,True,GEAR_ROW1_LEFT,0.7927,
2026-08-22T20:57:25,qwen25-vl-7b,Qwen/Qwen2.5-VL-7B-Instruct,68,the large white spur wheel,size,size|color|shape,GEAR_ROW1_LEFT,GEAR_ROW1_LEFT,True,False,True,GEAR_ROW1_LEFT,0.8011,
2026-08-22T20:57:25,qwen25-vl-7b,Qwen/Qwen2.5-VL-7B-Instruct,69,the left-side gear on the shaft in Row 1,spatial,spatial|relationship,GEAR_ROW1_LEFT,GEAR_ROW1_LEFT,True,False,True,GEAR_ROW1_LEFT,0.7764,
2026-08-22T20:57:25,qwen25-vl-7b,Qwen/Qwen2.5-VL-7B-Instruct,70,"the Row 1 gear next to the left white bracket, the only gear in Row 1",relationship,color|spatial|size|relationship,GEAR_ROW1_LEFT,GEAR_ROW1_LEFT,True,False,True,GEAR_ROW1_LEFT,0.7984,
2026-08-22T20:57:25,qwen25-vl-7b,Qwen/Qwen2.5-VL-7B-Instruct,71,the large white spur gear on the left side of the circle-marked shaft,mixed,size|color|shape|spatial,GEAR_ROW1_LEFT,GEAR_ROW1_LEFT,True,False,True,GEAR_ROW1_LEFT,0.8134,
2026-08-22T20:57:25,qwen25-vl-7b,Qwen/Qwen2.5-VL-7B-Instruct,72,the Row 1 spur gear that transmits rotation along the gear train,function,technical_name|function|relationship,GEAR_ROW1_LEFT,GEAR_ROW1_LEFT,True,False,True,GEAR_ROW1_LEFT,0.7907,
2026-08-22T20:57:25,qwen25-vl-7b,Qwen/Qwen2.5-VL-7B-Instruct,73,"the large white toothed wheel on the left side, beside the gear shaft",mixed,size|color|shape|spatial|relationship,GEAR_ROW1_LEFT,GEAR_ROW1_LEFT,True,False,True,GEAR_ROW1_LEFT,0.7780,
2026-08-22T20:57:25,qwen25-vl-7b,Qwen/Qwen2.5-VL-7B-Instruct,74,gear of Row 1,mixed,spatial|technical_name,GEAR_ROW1_LEFT,GEAR_ROW1_LEFT,True,False,True,GEAR_ROW1_LEFT,0.7772,
2026-08-22T20:57:25,qwen25-vl-7b,Qwen/Qwen2.5-VL-7B-Instruct,75,white gear,mixed,color|technical_name,GEAR_ROW1_LEFT,GEAR_ROW1_LEFT,True,False,True,GEAR_ROW1_LEFT,0.8086,
2026-08-22T20:57:25,qwen25-vl-7b,Qwen/Qwen2.5-VL-7B-Instruct,76,Row 1 gear,mixed,spatial|technical_name,GEAR_ROW1_LEFT,GEAR_ROW1_LEFT,True,False,True,GEAR_ROW1_LEFT,0.7827,
2026-08-22T20:57:25,qwen25-vl-7b,Qwen/Qwen2.5-VL-7B-Instruct,77,white gear in the circle row,mixed,color|shape|spatial|technical_name,GEAR_ROW1_LEFT,GEAR_ROW1_LEFT,True,False,True,GEAR_ROW1_LEFT,0.7738,
