run_timestamp,model_alias,model_id,index,description,referring_type,traits_used,target_name,prediction,correct,invalid_output,strict_correct,raw_model_answer,inference_seconds,error
2026-08-22T20:50:59,qwen25-3b,Qwen/Qwen2.5-3B-Instruct,1,the gearbox mounting plate,technical_name,technical_name,BASE_BOARD,BASE_BOARD,True,False,True,BASE_BOARD,1.2288,
2026-08-22T20:50:59,qwen25-3b,Qwen/Qwen2.5-3B-Instruct,2,the large flat black rectangular plate,shape,size|color|shape,BASE_BOARD,GEAR_ROW4_LEFT,False,False,False,GEAR_ROW4_LEFT,0.3961,
2026-08-22T20:50:59,qwen25-3b,Qwen/Qwen2.5-3B-Instruct,3,the base plate underneath all four colored rows,spatial,spatial,BASE_BOARD,BASE_BOARD,True,False,True,BASE_BOARD,0.3540,
2026-08-22T20:50:59,qwen25-3b,Qwen/Qwen2.5-3B-Instruct,4,the plate to which all eight bearing support brackets are screwed,relationship,relationship|function,BASE_BOARD,STAND_ROW1_LEFT,False,False,False,STAND_ROW1_LEFT,0.4039,
2026-08-22T20:50:59,qwen25-3b,Qwen/Qwen2.5-3B-Instruct,5,the large black rectangular mounting plate below every gear shaft and stand,mixed,size|color|shape|spatial|relationship,BASE_BOARD,GEAR_ROW2_RIGHT,False,False,False,GEAR_ROW2_RIGHT,0.3839,
2026-08-22T20:50:59,qwen25-3b,Qwen/Qwen2.5-3B-Instruct,6,the rigid plate that supports and locates every gearbox row,function,function|relationship,BASE_BOARD,STAND_ROW1_LEFT,False,False,False,STAND_ROW1_LEFT,0.3829,
2026-08-22T20:50:59,qwen25-3b,Qwen/Qwen2.5-3B-Instruct,7,"the broad black rectangular base beneath the white, red, green, and blue mechanisms",mixed,size|color|shape|spatial,BASE_BOARD,BASE_BOARD,True,False,True,BASE_BOARD,0.3346,
2026-08-22T20:50:59,qwen25-3b,Qwen/Qwen2.5-3B-Instruct,8,black baseboard,mixed,color|technical_name,BASE_BOARD,BASE_BOARD,True,False,True,BASE_BOARD,0.3332,
2026-08-22T20:50:59,qwen25-3b,Qwen/Qwen2.5-3B-Instruct,9,gearbox base,technical_name,technical_name,BASE_BOARD,BASE_BOARD,True,False,True,BASE_BOARD,0.3330,
2026-08-22T20:50:59,qwen25-3b,Qwen/Qwen2.5-3B-Instruct,10,mounting plate,technical_name,technical_name,BASE_BOARD,BASE_BOARD,True,False,True,BASE_BOARD,0.3366,
2026-08-22T20:50:59,qwen25-3b,Qwen/Qwen2.5-3B-Instruct,11,the radial shaft-support bearing,technical_name,technical_name,BEARING,BEARING,True,False,True,BEARING,0.3517,
2026-08-22T20:50:59,qwen25-3b,Qwen/Qwen2.5-3B-Instruct,12,the small black circular ring with a center hole,shape,size|color|shape,BEARING,BEARING,True,False,True,BEARING,0.3615,
2026-08-22T20:50:59,qwen25-3b,Qwen/Qwen2.5-3B-Instruct,13,the round black part centered inside a bearing support bracket,spatial,color|shape|spatial,BEARING,BEARING,True,False,True,BEARING,0.3370,
2026-08-22T20:50:59,qwen25-3b,Qwen/Qwen2.5-3B-Instruct,14,the bearing through which a gear shaft passes,relationship,relationship|function,BEARING,BEARING,True,False,False,BEARING_Row2_LEFT,0.3835,
2026-08-22T20:50:59,qwen25-3b,Qwen/Qwen2.5-3B-Instruct,15,the small black ring-shaped bearing that fits into each colored stand,mixed,size|color|shape|relationship,BEARING,BEARING,True,False,False,BEARING_RowX_LEFT,0.3815,
2026-08-22T20:50:59,qwen25-3b,Qwen/Qwen2.5-3B-Instruct,16,the black bearing that supports a rotating gear shaft inside a stand,function,color|function|relationship,BEARING,BEARING,True,False,False,BEARING_ROW2_LEFT,0.3829,
2026-08-22T20:50:59,qwen25-3b,Qwen/Qwen2.5-3B-Instruct,17,the small black ring seated in the round opening of a colored support bracket,mixed,size|color|shape|spatial|relationship,BEARING,BEARING,True,False,False,BEARING_Row2_LEFT,0.3864,
